XCoord,YCoord,NUMBER,BLDGABBR,BLDGNAME
1081047.73215147,3111946.10932813,0990,CPLX,Cardiovascular Pathology Lab Annex
1082807.65639195,3111965.15836476,0463,PSYC,Psychology Building
1082622.74529679,3111950.37876645,0461,COKE,Coke Building
1080987.04921729,3111946.38865946,0992,NULL,TVMC-Experimental Animal Building
1083312.67353308,3111954.08168838,0292,EPPR,Eppright Residence Hall
1080764.04620000,3111925.00260000,0978,NULL,CMP-Quarantine Unit
1080972.29381759,3111912.10143178,0997,TICK,Tick Research Facility
1083229.25271826,3111938.76424101,0293,APPE,Appelt Residence Hall
1082734.54960689,3111918.48697527,0417,HART,Hart Residence Hall
1081057.02155640,3111907.06356514,0989,VMCA,TVMC-Caged Animals
1082261.90550363,3111919.10648697,0548,CLEM,Clements Residence Hall
1082849.90978566,3111919.13318326,0456,MILS,Military Sciences Building
1081219.94757166,3111887.84851377,1195,NULL,Non Surgical Animal Procedure
1083037.84109279,3111684.22022181,0384,SCCT,Sam Houston Sanders Corps of Cadets Center
1080513.73916364,3111658.73965843,1044,NULL,TVMC-Poultry Research
1081341.67187099,3111631.98406507, ,NULL,NULL
1083234.25736418,3111686.27149902,0450,DCAN,Duncan Dining Hall
1083409.18418881,3111669.28208368,0393,LIND,John H. Lindsey Building
1082864.77209507,3111690.58268492,0383,JJKB,Koldus Building
1082918.84424634,3111676.05670505,0379,UCPG,University Center Parking Garage
1081493.81377417,3111643.52605191,1085,VSAH,Veterinary Small Animal Hospital
1081319.80382573,3111601.36683018,1186,NULL,TVMC-Isolation Laboratory
1083077.59523651,3111554.15982691,0363,NULL,Shed-VP Student Services
1082027.37497268,3111571.38285216,1502,HPCT,HEEP Center
1081645.64200685,3112082.88899561, ,NULL,NULL
1082253.67554542,3113348.67229362, ,NULL,NULL
1082371.22700000,3113440.19400000, ,NULL,NULL
1082846.02119450,3112595.71043222, ,NULL,NULL
1080928.32652015,3112644.28733198, ,NULL,NULL
1080901.50868777,3112170.75805004, ,NULL,NULL
1080952.92230000,3112287.67890000, ,NULL,NULL
1080999.72490000,3112202.73350000, ,NULL,NULL
1081012.15623211,3112214.32314543, ,NULL,NULL
1081005.89940000,3112208.58150000, ,NULL,NULL
1080963.98568148,3111973.93568336, ,NULL,NULL
1080721.46221690,3111864.14469620, ,NULL,NULL
1080719.71177307,3111834.32758678, ,NULL,NULL
1080694.90972402,3111810.45979792, ,NULL,NULL
1080887.99200000,3111763.12000000, ,NULL,NULL
1080603.48035227,3111723.28313785, ,NULL,NULL
1080972.28375961,3111881.30941876, ,NULL,NULL
1081012.85088494,3111880.21166266, ,NULL,NULL
1081020.62406493,3111874.06571100, ,NULL,NULL
1080990.63993319,3111860.12939854, ,NULL,NULL
1081007.20341933,3111813.43084118, ,NULL,NULL
1081024.40747538,3111771.78732799, ,NULL,NULL
1080992.03222836,3111744.63997074, ,NULL,NULL
1081049.03907983,3111888.82676652, ,NULL,NULL
1081032.26169325,3111902.21919667, ,NULL,NULL
1081067.33382764,3111808.22082744, ,NULL,NULL
1081139.20948131,3111793.53072108, ,NULL,NULL
1081101.27183396,3111744.08343116, ,NULL,NULL
1081444.22704966,3111765.43962235, ,NULL,NULL
1081219.83160304,3111943.81185331, ,NULL,NULL
1081184.16458480,3112028.39540330, ,NULL,NULL
1081399.38733875,3112052.05196089, ,NULL,NULL
1081436.01500148,3112131.89149800, ,NULL,NULL
1081442.01703419,3112137.01022240, ,NULL,NULL
1081129.52580233,3112086.27887668, ,NULL,NULL
1081157.33460000,3112060.02860000, ,NULL,NULL
1081633.03610387,3112126.50341225, ,NULL,NULL
1081903.32730141,3111846.77766995, ,NULL,NULL
1081968.01424924,3111875.89743449, ,NULL,NULL
1081928.81431765,3111837.97161949, ,NULL,NULL
1081890.64099056,3109571.26070305,1579,NULL,Small Upland Fowl Res Lab (Mothballed in 2014)
1081215.19045000,3109154.80000000, ,NULL,NULL
1081226.33700000,3109132.87800000,1296,NULL,Easterwood Maintenance Support Facility
1082144.55606906,3108875.74264281, ,NULL,NULL
1080501.79133087,3107404.43801254, ,NULL,NULL
1079745.98188883,3110960.58257423, ,NULL,NULL
1079609.22100000,3111430.99650000, ,NULL,NULL
1079346.52520103,3107662.85266312, ,NULL,NULL
1080115.18418798,3108270.63721967, ,NULL,NULL
1078965.59110000,3111830.53980000,1491,NULL,Shed At Challenge Course
1081414.05817581,3112034.12591963, ,NULL,NULL
1081414.49998702,3109243.45517229, ,NULL,NULL
1081410.76850000,3109249.07650000, ,NULL,NULL
1081368.06816617,3109233.47849891, ,NULL,NULL
1081062.79246759,3112575.39651747, ,NULL,NULL
1080999.03750167,3112663.89683964, ,NULL,NULL
1082452.73630094,3113640.62894221, ,NULL,NULL
1080992.84925104,3112998.32882788, ,NULL,NULL
1081052.09198334,3112978.80855380, ,NULL,NULL
1081097.40446478,3112950.82882761, ,NULL,NULL
1081019.07423895,3112920.45611706, ,NULL,NULL
1081091.25534466,3112546.96503136, ,NULL,NULL
1082581.61612225,3112535.69801741, ,NULL,NULL
1081394.98600000,3112472.90150000, ,NULL,NULL
1082976.82313391,3112457.92438866, ,NULL,NULL
1082564.98151291,3112389.09698248, ,NULL,NULL
1082509.18941936,3112318.41893630, ,NULL,NULL
1082607.58316175,3112291.13715928, ,NULL,NULL
1082535.85141179,3112287.85606229, ,NULL,NULL
1081769.76070000,3112131.92135000,9101,NULL,Agronomy Road 138kV Substation Control House
1081733.81492189,3111998.67433363, ,NULL,NULL
1081339.37750000,3111990.81050000, ,NULL,NULL
1081533.28615096,3111875.41291889, ,NULL,NULL
1080599.72065636,3111784.88708644, ,NULL,NULL
1080563.21849308,3111742.78816577, ,NULL,NULL
1080539.53949162,3111715.58983213, ,NULL,NULL
1079293.86593503,3111658.90979682, ,NULL,NULL
1083060.24978240,3111556.49962951, ,NULL,NULL
1081813.33222136,3111296.02287877, ,NULL,NULL
1081710.16865517,3110834.21796403, ,NULL,NULL
1080511.12262366,3110245.74223218, ,NULL,NULL
1081558.90476477,3110052.67122462, ,NULL,NULL
1081293.87497334,3109097.95717033, ,NULL,NULL
1081263.32095872,3109094.89595248, ,NULL,NULL
1080582.60906022,3108748.19765327, ,NULL,NULL
1081479.32051563,3108354.20766685, ,NULL,NULL
1081470.26714307,3108352.88201262, ,NULL,NULL
1080914.58385301,3108095.61413899, ,NULL,NULL
1080598.09552542,3108056.80480780, ,NULL,NULL
1080593.34526237,3108059.35713775, ,NULL,NULL
1081104.06550000,3107442.08850000, ,NULL,NULL
1081110.03908876,3107438.60703994, ,NULL,NULL
1081326.46550000,3107053.98450000, ,NULL,NULL
1080055.07704480,3106472.99582329, ,NULL,NULL
1080064.35679226,3106471.65516673, ,NULL,NULL
1080040.06034857,3106431.78244863, ,NULL,NULL
1082603.03450000,3110981.43190000,1549,NULL,Olsen Field Batting Cage Facility
1081920.93021132,3110535.61309538,1570,WCTC,Omar Smith Instructional Tennis Center
1081553.42850737,3110455.13391837,1600,GGB,Gilchrist Building (T.T.I.)
1081513.98480676,3110522.85937331,1609,TTIHQ,TTI State Headquarters & Research Building
1082588.92965367,3112641.38111694,0386,CHEN,Jack E. Brown Chemical Engineering Building
1082530.53621119,3112573.22755819,0297,MPHY,Mitchell Physics Building
1082485.52920247,3112547.21292308,0296,MIST,Mitchell Inst for Fundamental Phys & Astronomy
1083136.06850000,3112142.81000000,0356,NULL,Parking Booth At PA35
1073125.69209156,3113584.41749984,1753,NULL,Reproductive Sciences Bldg. D
1073143.57453928,3113617.66441802,1751,NULL,Reproductive Sciences Bldg. B
1073180.05757474,3113588.52060559,1750,NULL,Reproductive Sciences Bldg. A
1073212.29604825,3113691.36558263,1752,NULL,Reproductive Sciences Bldg. C
1073190.25178812,3113650.31271902,1754,NULL,Reproductive Sciences Bldg. E
1073203.37600000,3113560.65990000,1755,NULL,Reproductive Sciences Bldg. F
1073203.52940000,3113544.00310000,1756,NULL,Reproductive Sciences Bldg. G
1073235.20430000,3113583.02830000,1757,NULL,Reproductive Sciences Bldg. H
1073218.64379532,3113568.30263268,1758,NULL,Reproductive Sciences Bldg. I
1073256.93774415,3113549.71563472,1759,NULL,Reproductive Sciences Bldg. J
1081052.80901509,3111384.14939622,1906,TIPS C,Texas A&M Institute for Preclinical Studies C
1075558.65280000,3112170.43430000,1702,NULL,Equestrian Bldg@BrazosCo ExpoCtr (Vacated in 2014)
1081008.32071634,3110541.11871363,1605,CEN,Centeq Building
1080993.81182256,3112872.84664035, ,NULL,NULL
1083062.11013771,3111144.29608114,3100,HGLR,Hagler Center
1081025.23605298,3111304.67666330,1905,TIPS B,Texas A&M Institute for Preclinical Studies B
1081127.95081692,3111298.45092578,1904,TIPS A,Texas A&M Institute for Preclinical Studies A
1081162.77160282,3109248.80092042,1271,NULL,Nat'l Aerothermochemistry Lab, Bldg 2
1081150.57871098,3109238.54680394,1268,NULL,Nat'l Aerothermochemistry Lab, Bldg 1
1070655.87862763,3113717.93494967,6884,NULL,Honey Bee/Apiary Services Building
1081244.14894674,3111434.65285937, ,NULL,NULL
1081974.84326469,3107645.19703921,1382,NULL,Rescue/Disaster City Warehouse
1081989.01954450,3107600.82614998,1381,NULL,ESTI Passanger Train (7 Cars)
1081998.51226437,3107518.82880280,1349,NULL,ESTI Rescue/Disaster City Canine Support
1081877.83740000,3107602.12575000, ,NULL,NULL
1081833.61490000,3107505.72055000, ,NULL,NULL
1082089.50484513,3107646.43443517, ,NULL,NULL
1082085.16333701,3107665.82515240, ,NULL,NULL
1082079.30700000,3107682.49125000, ,NULL,NULL
1082081.48514646,3107694.10533975, ,NULL,NULL
1082073.40315701,3107699.82814360, ,NULL,NULL
1082066.18500000,3107705.61070000, ,NULL,NULL
1082043.66977125,3107712.01780760, ,NULL,NULL
1082031.35656816,3107706.72530062, ,NULL,NULL
1082039.04761802,3107724.52691166, ,NULL,NULL
1082061.10155000,3107729.05650000, ,NULL,NULL
1082032.79312076,3107729.82511915, ,NULL,NULL
1082042.43870965,3107731.64171758, ,NULL,NULL
1082055.75065000,3107734.54275000, ,NULL,NULL
1082036.29175000,3107738.43895000, ,NULL,NULL
1082087.49851092,3107766.79817975, ,NULL,NULL
1082076.11324964,3107794.20313407, ,NULL,NULL
1082083.71024833,3107787.96343687, ,NULL,NULL
1082072.80811155,3107752.56799779, ,NULL,NULL
1082118.12826133,3107689.93169048, ,NULL,NULL
1081978.04313321,3107725.23129319, ,NULL,NULL
1082066.74890295,3110663.50588145,1569,NULL,Mitchell Tennis Center Ticket Booth
1081862.51568375,3111436.70711314,1525,NMR,Nuclear Magnetic Resonance Facility
1082563.70794545,3113171.00667537,1456,NULL,The Gardens H
1082508.45438292,3113220.48679411,1455,NULL,The Gardens G
1082463.53382570,3113260.66071114,1454,NULL,The Gardens F
1082526.08867370,3113237.44220187,1450,NULL,Laundry @ The Gardens
1082555.04233558,3113262.86218181,1453,NULL,The Gardens L
1082527.67630686,3113287.18768929,1452,NULL,The Gardens K
1082500.40032499,3113311.73348553,1451,NULL,The Gardens J
1082796.16733913,3111805.65488475,0446,RDER,Rudder Tower
1084437.35653890,3113714.57378711,0200,NULL,Dr. David E. Schob Military Appreciation Home
1082422.53940000,3113627.68455000,3196,NULL,Hensel Park Telecom Building
1089526.94119325,3107181.16313951,3410,4HHQ,AgriLife Extension 4-H State Headquarters
1081478.93015537,3111920.17327526,1499,SUP2,Satellite Utility Plant No. 2
1080360.94767858,3107223.54103429,1239,OBSV,Physics Teaching Observatory
1081286.04278041,3108341.94546574,1345,NULL,ESTI H. D. Smith Operations Complex
1080377.18688951,3107204.77963244,1238,OBSR,Robotic Observatory
1086775.46123767,3112499.62635918,2942,NULL,Telecommunications Services Center (expired 2013)
1081772.40619691,3110908.47130529,1535,AGLS,Agriculture and Life Sciences Building
1081852.19199926,3110975.12265867,1538,AGCT,The AgriLife Center
1081372.01846740,3111676.16511677,1194,VLAH,Veterinary Large Animal Hospital
1080750.17858067,3111139.32901107,1910,NCTM,National Center for Therapeutics Manufacturing
1081747.06750000,3110938.31925000, ,NULL,NULL
1081753.35250416,3110970.86996554,1536,AGSV,AgriLife Services Building
1082663.70194597,3111696.41819617,0454,MSC,Memorial Student Center
1082969.55798043,3112302.91713869,0275,LAAH,Liberal Arts and Arts & Humanities Building
1082546.92665553,3113400.58507937,1457,NULL,The Gardens M
1082604.43066319,3113331.31468816,1461,NULL,Activity Building
1082593.95833257,3113373.99254761,1459,NULL,The Gardens P
1082632.86410189,3113360.37419321,1460,NULL,The Gardens Q
1082573.96903998,3113430.99396061,1458,NULL,The Gardens N
1082832.45558291,3112854.79983054,0270,ETB,Emerging Technologies Building
1075717.35575000,3101073.68475000,4026,NULL,SHEEP FEEDING BARN-BURLESON CO.
1075976.07574439,3101315.00813808,4027,NULL,BEEF RESEARCH UNIT-BURLESON CO.
1075749.39672630,3101100.63669232, ,NULL,NULL
1075666.03775000,3101068.50530000, ,NULL,NULL
1075173.04367726,3101423.20698605, ,NULL,NULL
1075134.93837738,3101445.36307961, ,NULL,NULL
1078439.02050061,3110354.82145580,1720,TGLC,Traditions Golf Learning Center
1081892.34290000,3110321.17185000,1581,NULL,Penberthy RecSports Maintenance Bldg
1082146.22968209,3110306.34659379,1578,NULL,Penberthy RecSports Pavilion
1082448.30066239,3110796.61800686,1568,NULL,Varsity Soccer Press Box
1069727.99252400,3114513.22765581,7096,NULL,TTI Environmental & Emissions Research Facility
1070298.00739668,3114371.04926614,7752,NULL,TEEX - LAW Gym
1082565.87999387,3112010.86838214,0474,YMCA,YMCA Building
1081184.73775000,3111686.21465000,1237,EAA,Equine Athletic Riding Arena
1083073.63816915,3111734.07411427,1402,BUZB,Buzbee Leadership Learning Center
1081214.61104600,3112583.10286080,8901,NULL,GSC Portable Building
1082394.97691319,3113622.27447477,8900,W5AC,W5AC Amateur Radio Club Building
1082408.77480000,3110693.34260000,1572,NULL,Soccer/Intramural Restroom
1082952.13750167,3111294.74611949,0358,DPDC,Davis Football Player Development Center
1081926.33702715,3110799.60657075,1540,PEAP,Physical Education Activity Program Building
1082504.04383604,3113653.23263918,3170,NULL,Horticulture Garden Volunteer Office
1080100.28645000,3106261.43155000,4055,TPES,WWTP Equipment Storage Building
1077973.34558521,3109702.65279989,HSC4,HSCUP,CUP - CENTRAL UTILITY PLANT (HSC 001002)
1077652.12411357,3109932.46211042,HSC2,MREB,MEDICAL RESEARCH EDUCATION BUILDING (HSC 001001)
1077662.37798083,3110013.03503377,HSC1,HPEB,HEALTH PROFESSIONS EDUCATION BUILDING (HSC 001000)
1077507.88174391,3110018.06518408,HSC3,CB1,CLINICAL BUILDING 1 (HSC 002000)
1082173.48096370,3112139.26940109,1416,HLBL,Hullabaloo Residence Hall
1091744.30593768,3105465.89178797,2929,NULL,USAR Gateway Facility
1078521.53596080,3109949.85720772,GCON,NULL,NULL
1079749.24352394,3111852.93808430,0171,NULL,Equine Initiative Barn
1079817.77874380,3111829.77385566,0179,NULL,Equine Initiative Warm Up Arena #2
1079862.94429711,3111958.73652591,0173,NULL,Houston Livestock Show & Rodeo Western Arena
1079864.87156076,3111900.81038937,0174,NULL,Equine Initiative Concessions/Locker Bldg
1079902.73142331,3111916.51483197,0175,NULL,Equine Initiative Equestrian/Locker Bldg
1079905.99350891,3111854.99522451,0176,NULL,Hunt Seat Arena
1079938.84474586,3111988.20965915,0178,EQOB,Equine Initiative Outreach Bldg
1079781.32632852,3111917.55369379,0172,NULL,Equine Initiative Warm Up Arena #1
1079966.79165291,3111920.87715730,0177,EQEB,Equine Initiative Education Bldg
1081490.64788321,3112306.77819860,1248,VWSH,Transportation Car/Bus Wash Building
1078960.49820000,3111830.42620000,1490,NULL,Cabin At Challenge Course
1078906.27330000,3111822.66115000, ,NULL,NULL
1081176.53828817,3109246.94279595,1269,NULL,Low Speed Wind Tunnel Shop
1081868.50521657,3109586.93871816, ,NULL,NULL
1082971.29252491,3112110.21447202,0468a,NULL,NULL
1091352.14247648,3106344.14832349,2922,TALXSC,Texas A&M AgriLife Extension - South Campus
1091323.11086588,3106279.58789597, ,NULL,NULL
1081939.53290000,3107956.10955000,1388,NULL,TEEX Emergency Services Lab
1081418.86143516,3108163.48760711,1391,NULL,Pat Barrett Bunker Gear Drying Facility
1081417.62666576,3108372.82967638, ,NULL,NULL
1081497.53106577,3108299.80457638, ,NULL,NULL
1081531.39776577,3108264.61487638, ,NULL,NULL
1081434.06655000,3107881.05535000,1363,NULL,ESTI Field Maintenance Shop
1081775.80200000,3108026.80870000, ,NULL,NULL
1081771.42790000,3108010.07710000,1328,NULL,ESTI Hose Loads
1070365.61567184,3115156.00686652,8520,JLF,Joint Library Facility with UT
1080793.89101635,3112344.42044751, ,NULL,NULL
1080777.11459373,3112145.31366349, ,NULL,NULL
1080710.57846708,3112053.62354517, ,NULL,NULL
1080716.30681163,3112067.28470859, ,NULL,NULL
1080710.64260000,3112040.95760000, ,NULL,NULL
1080787.95688208,3112096.81476344, ,NULL,NULL
1080731.72266566,3112033.44107088, ,NULL,NULL
1080781.79970000,3112077.29115000, ,NULL,NULL
1080775.76730000,3112070.30625000, ,NULL,NULL
1080703.67030000,3112001.28270000, ,NULL,NULL
1080617.02013818,3111990.74543000, ,NULL,NULL
1080469.85011618,3111944.55169680, ,NULL,NULL
1080510.78330297,3111934.05670746, ,NULL,NULL
1080582.60460947,3111947.77383236, ,NULL,NULL
1080438.13815000,3111881.11505000, ,NULL,NULL
1080559.40156840,3112059.88887031, ,NULL,NULL
1080477.33045000,3111895.79630000, ,NULL,NULL
1080426.48223988,3112078.46298383, ,NULL,NULL
1080438.38942378,3111856.34068174, ,NULL,NULL
1080400.61073925,3111807.05739388, ,NULL,NULL
1080533.19790000,3111959.62660000, ,NULL,NULL
1080546.83770000,3111973.62200000, ,NULL,NULL
1080605.82082923,3111979.23030075, ,NULL,NULL
1080500.24130000,3111923.34260000, ,NULL,NULL
1080557.20095000,3111918.60555000, ,NULL,NULL
1080558.19611416,3111988.13294075, ,NULL,NULL
1080578.23214520,3112008.85194805, ,NULL,NULL
1083212.18091244,3111851.04919556,1403,ASH1,H. Grady Ash, Jr. '58 Leadership Learning Center
1082300.53059225,3110726.12519907,1582,PDCWC,Player Development Center-West Campus
1081808.50984136,3110053.49881757, ,NULL,NULL
1081761.46868016,3109921.34979313, ,NULL,NULL
1080886.66261594,3112074.93437767,1240,NULL,LARR SUPPORT SHOP A
1080889.68814763,3112068.08601815,1241,NULL,LARR SUPPORT SHOP B
1082442.71525000,3113453.08315000,3190,NULL,Becky Gates Children's Center Multipurpose Bldg
1081761.14399043,3110489.69282500,1541,PEBC,Physical Education Boot Camp and Archery Annex
1083581.59059461,3112048.59109110,1440,NULL,Golf Cart Storage Building
1079958.89884435,3111939.84199678, ,NULL,NULL
1081376.42336983,3109197.62932184,1295,NULL,Turbo Machine Storage Facility
1081199.54720849,3110514.52281524,1611,GERB,Giesecke Engineering Research Building
1080663.74240000,3112758.29020000,1247,NULL,Hazardous Waste Office & Support Bldg
1080658.43710000,3112766.15745000, ,NULL,NULL
1079701.07303481,3111832.87030800,0180,NULL,Equine Initiative Horse Stall Bldg
1079672.72140163,3111910.17121474,0181,NULL,Equine Initiative Equipment Shed
1070195.07465523,3113969.14307544,NULL,NULL,NULL
1079195.30895000,3111984.78550000,NULL,NULL,NULL
1082380.58497605,3110737.33369493,NULL,NULL,NULL
1081390.86377003,3111570.22646820,1811,VMR,Vet Med Research Bldg Addition
1081376.93411372,3111519.95650771,1197,VRB,Veterinary Research Building
1082416.54233233,3113595.33731568,3195,NULL,Hensel Park Telecom Building #2
1082898.05073498,3111603.59819296,NULL,NULL,NULL
1082336.11205018,3113054.70705001,PA01,UC01,U Centre #01
1082365.65284053,3113004.95848394,PA02,UC02,U Centre #02
1082303.54469098,3112935.90380337,PA03,UC03,U Centre #03
1082300.25308725,3112998.96367310,PA04,UC04,U Centre #04
1082304.16256645,3113082.12102635,PA05,UC05,U Centre #05
1082248.52876987,3113013.16111313,PA06,UC06,U Centre #06
1082199.70643443,3113057.07212295,PA07,UC07,U Centre #07
1082165.92479150,3113106.52676375,PA08,UC08,U Centre #08
1082216.61647007,3113178.86243759,PA09,UC09,U Centre #09
1082247.13015301,3113133.15944554,PA10,UC10,U Centre #10
1082130.75636668,3113068.57019836,PA11,UC11,U Centre #11
1068575.52671114,3114062.14240287,7067,NULL,TEEX - LAW Driving Track Restroom
1081294.56977469,3112223.95750692,1810,NULL,Office of the State Chemist Building
1081218.75960682,3111124.84470917,1590,NULL,White Creek Apartments #1
1081293.37511110,3111186.63059255,1591,NULL,White Creek Apartments #2
1081296.51218033,3111069.20962597,1592,NULL,White Creek Apartments #3
1081262.53107739,3111127.34198308,1589,NULL,White Creek Apartments Activity Center
1082990.84269100,3112036.00801619,0458,EABC,Engineering Activities Bldg C
1083029.72303929,3112068.65839931,0459,EABB,Engineering Activities Bldg B
1083070.12034569,3112103.12268197,0460,EABA,Engineering Activities Bldg A
1081075.45422428,3111584.80412675,1813,VIDI,Veterinary Medicine Building 2 (VIDI)
1081135.35097468,3111647.54594190,1814,VICI,Veterinary Medicine Building 3 (VICI)
1081168.61804653,3111559.03625148,1812,VENI,Veterinary Medicine Building 1 (VENI)
1080847.30260949,3112699.76999976,1804,ENTO,Rollins Urban and Structural Entomology Facility
1080997.07528254,3112581.16538839,0165,NULL,Schubot Exotic Bird Health Center
1081007.56411939,3112552.61073655,NULL,NULL,NULL
1082598.78655000,3112281.53220000,8577,NULL,Flammable Materials Storage at CUP
1079643.92720693,3111306.77166105,1200,NULL,McFerrin '65 Parsons Mounted Cavalry Headquarters
1082580.25910000,3112279.46475000,0289,NULL,Central Utility Plant Electrical Building
1082761.76275560,3111436.71171707,0367,KYLE,Kyle Field
1069926.07150000,3113855.26145000,7899,NULL,TEEX ELECTRICAL POWER TRAINING STORAGE
1083466.91513617,3113326.31507550,2902,NULL,707 Texas Ave Bldg A [lease terminated 2016]
1080050.51333272,3110884.55288366,2938,NULL,400 Harvey Mitchell Pw (Valley Park Center)
1087751.77619457,3110188.03452363,2926,NULL,All Seasons Storage (LEASE VACATED 2/2017)
1079431.89955722,3118781.15297873,2947,NULL,Parker Lumber Office
1080136.42288999,3110819.75673605,2941,NULL,402 Harvey Mitchell (Valley Park II)
1082300.75002013,3116593.08338068,2943,NULL,2901 E 29th St,Ste118(CarterCrkCtr)-DOES NOT EXIST
1087580.03230000,3112275.87415000,2944,NULL,Science Park Bldg (Suite 700) INACTIVE
1087624.94690000,3112322.40730000,2946,NULL,Science Park Bldg (Suite 701)
1078915.18903658,3109740.07354559,CIADM,NULL,NULL
1080685.17444618,3111292.99364041,1911,MSRB,Multi-Species Resource Building
1081923.63540204,3107465.48241334,1392,NULL,TEEX-ESTI (FTS) Rescue Training Facility
1076093.40363270,3105535.02754639,4011,NULL,Equipment Storage/Diet Prep
1081008.70660000,3112669.90025000,NULL,NULL,NULL
1081147.66736618,3112492.50910472,1000,NULL,Farm Service Office
1082063.89630000,3107840.51875000,1387,NULL,ESTI Leadership/Certification/Evaluation Office
1082085.59345000,3107844.94160000,1386,NULL,ESTI Curriculum Office
1082109.28111634,3107862.03481784,1385,NULL,ESTI WMD Restroom
1081362.10284795,3111753.19431159,NULL,NULL,NULL
1082583.86538251,3110189.99406455,NULL,NULL,NULL
1081409.26339409,3111084.07551433,0062,DSB,Disability Services Bldg
1081432.56306577,3111075.22054529,0063,CB2,Conference Building #2
1081461.89390000,3111045.32820000,0064,RES,Residence Life Bldg
1081385.35646765,3111057.69446650,0065,SCSRB,Student Counseling Service Reception Bldg
1081416.44780000,3111036.77100000,0066,SCSB1,Student Counseling Service Bldg #1
1081398.57882775,3111017.48537942,0067,SCSB2,Student Counseling Service Bldg #2
1081352.94955000,3111023.98695000,0068,SL2,Student Life Bldg #2
1081370.20766579,3111008.00604536,0069,CB1,Conference Building #1
1081360.19875637,3110981.43131496,0070,SL1,Student Life Bldg #1
1081179.40069917,3112373.53472030,1809,NULL,TVMDL Building
1082774.57705668,3112573.10061699,0385,DLEB,Dwight Look Engineering Building
1083860.33932727,3112395.51045164,0677,NULL,Golf Course Halfway House
1074455.00334495,3101454.27909868,4037,NULL,HortTREC Office-Warehouse
1074509.22939662,3101452.74716570,4036,NULL,HortTREC Greenhouse North
1074445.20430000,3101393.36720000,NULL,NULL,NULL
1074405.05423089,3101412.99705751,4035,NULL,HortTREC Pesticide Locker
1081773.86487029,3110792.34929817,1542,HCRB,Human Clinical Research Building
1081803.32120466,3111013.64181816,1537,WFES,Wildlife, Fisheries & Ecological Sciences Building
1081369.92864364,3111890.82490942,NULL,NULL,NULL
1073834.80869501,3104298.75535157,0044,NULL,Farm Service Chemical Storage
1069280.02938368,3115876.92989738,0817,NULL,Well Field Pump Station
1069253.20719603,3115862.94664395,NULL,NULL,NULL
1081423.42137439,3110622.65071770,1597,NULL,IODP Hazmat Containment
1082309.49868923,3113349.66919951,0824,NULL,Grounds Maintenance Implement Shed
1074956.24737176,3101586.63344547,NULL,NULL,NULL
1075315.94514408,3102487.22136781,0060,NULL,Rainwater Restroom
1080965.92321706,3112269.75979505,0170,NULL,TVMC-Deer Shelter (demolished)
1080963.49688146,3112280.32016316,0000,NULL,NULL
1081548.28605000,3108122.35800000,0298,NULL,ESTI Electrical Building
1081497.90549018,3108129.53013611,0299,NULL,ESTI Control Building
1081112.99942764,3111845.55252744, ,NULL,NULL
1081083.64097586,3111854.77879420,NULL,NULL,NULL
1081077.02077943,3111849.30282763,NULL,NULL,NULL
1081070.34607242,3111843.72226077,NULL,NULL,NULL
1081063.83537586,3111838.28529419,NULL,NULL,NULL
1081057.44387586,3111832.89399419,NULL,NULL,NULL
1081050.90867943,3111827.47302763,NULL,NULL,NULL
1081044.28352913,3111822.00262762,NULL,NULL,NULL
1081037.98322213,3111816.67416075,NULL,NULL,NULL
1081047.30097586,3111806.14819419,NULL,NULL,NULL
1081053.60879570,3111811.40362715,NULL,NULL,NULL
1081060.15117942,3111816.93222763,NULL,NULL,NULL
1081066.45897943,3111822.19092763,NULL,NULL,NULL
1081073.14749214,3111827.75969372,NULL,NULL,NULL
1081079.72547943,3111833.21732763,NULL,NULL,NULL
1081118.83177943,3111884.29332763,NULL,NULL,NULL
1081112.25607943,3111878.69972763,NULL,NULL,NULL
1081105.66265556,3111873.23526123,NULL,NULL,NULL
1081099.24847597,3111867.85884440,NULL,NULL,NULL
1081086.31917943,3111838.75672763,NULL,NULL,NULL
1081092.77957586,3111844.13859420,NULL,NULL,NULL
1081099.32747587,3111849.63279419,NULL,NULL,NULL
1081108.29047586,3111857.17249420,NULL,NULL,NULL
1081114.80697942,3111862.68932763,NULL,NULL,NULL
1081121.30577586,3111868.07559419,NULL,NULL,NULL
1081127.93079570,3111873.55232715,NULL,NULL,NULL
1081134.41387942,3111878.93132763,NULL,NULL,NULL
1081090.21397943,3111860.24472763,NULL,NULL,NULL
1081132.01017943,3111895.32122763,NULL,NULL,NULL
1081125.36607943,3111889.77452763,NULL,NULL,NULL
1081141.03922213,3111884.54456075,NULL,NULL,NULL
1081068.09622557,3111859.89749418,NULL,NULL,NULL
1081081.07677942,3111870.72932763,NULL,NULL,NULL
1081028.97757943,3111827.34502763,NULL,NULL,NULL
1081028.97757943,3111827.34502763,NULL,NULL,NULL
1081035.31472557,3111832.62159418,NULL,NULL,NULL
1081041.87937943,3111838.11422763,NULL,NULL,NULL
1081048.44309214,3111843.50859372,NULL,NULL,NULL
1081054.90352213,3111848.93106075,NULL,NULL,NULL
1081061.43797587,3111854.39279420,NULL,NULL,NULL
1081074.69367587,3111865.40049420,NULL,NULL,NULL
1081090.15997586,3111878.33719420,NULL,NULL,NULL
1081096.62257586,3111883.78119420,NULL,NULL,NULL
